activity_identifier,description_type,description_sequence,narrative,narrative_lang,narrative_sequence
XM-DAC-46008-cfa009883,2,1,"El Programa de Recalificación Urbana, Ambiental y Promoción Social del municipio de Alagoinhas (Estado de Bahía, región Noreste de Brasil), tiene como objetivo mejorar la calidad de la infraestructura urbana del municipio, priorizando acciones de recalificación en las áreas de movilidad, hábitat, saneamiento básico y espacio público.",,1
XM-DAC-46008-cfa009883,1,2,"El Programa de Recalificación Urbana, Ambiental y Promoción Social del municipio de Alagoinhas (Estado de Bahía, región Nordeste de Brasil), tiene como objetivo mejorar la calidad de la infraestructura urbana del municipio, priorizando acciones de recalificación en las áreas de movilidad, hábitat, saneamiento básico y espacio público. Dicho programa responde a la Ley Complementaria (orgánica) N° 012 de 2004, que estableció el Plan Director de Desarrollo Urbano del Municipio. Las intervenciones que contempla incluyen la recuperación de vías existentes, construcción de vías nuevas, implementación de redes de microdrenaje y de saneamiento básico, revitalización de plazas y urbanización de barrios precarios. De esta manera, a través de sus distintos componentes, el Programa se plantea las siguientes metas: · Urbanización, pavimentación y drenaje pluvial de aproximadamente 17 km de vías en lecho natural< · Construcción de aproximadamente 7 km de vías nuevas, vinculando las principales arterias de la ciudad< · Revitalización de las 2 plazas más importantes del centro urbano, que totalizan un área de 11.600 m2< · Urbanización de 5 barrios precarios< · Realización de obras de saneamiento básico (alcantarillado sanitario). ",,1
XM-DAC-46008-cfa011208,2,1,"Apoyar financieramente de manera oportuna y eficaz las medidas de emergencia adoptadas por el Gobierno de Ecuador para mitigar los efectos de la pandemia del coronavirus (COVID-19) en los sectores económicos, financieros y sociales, y en la calidad de vida de las personas",,1
XM-DAC-46008-cfa011208,1,2,"El Préstamo prevé apoyar con carácter contracíclico, mediante recursos de libre disponibilidad y rápido desembolso, a la República del Ecuador en la emergencia sanitaria generada por la pandemia del COVID-19, asistiendo y complementando las medidas fiscales que está aplicando el Gobierno Nacional para mitigar los impactos económicos, financieros y sociales.",,1
XM-DAC-46008-cfa011805,2,1,"El objetivo general del Programa es apoyar la gestión fiscal del Tesoro General de la Nación (TGN) mediante el reconocimiento de acciones de política y de reforma institucional para el fortalecimiento de las finanzas públicas territoriales, priorizando la sostenibilidad de sus inversiones y la mejora de la eficiencia de la capacidad administrativa y transparencia de los recursos públicos, de forma de promover una recuperación del crecimiento económico sustentable con el medio ambiente.",,1
XM-DAC-46008-cfa011805,1,2,"El Programa está estructurado con un crédito de riesgo soberano a largo plazo basado en políticas públicas (PBL), de libre disponibilidad y rápido desembolso, para apoyar la gestión fiscal del TGN con el objetivo de contribuir a promover la disponibilidad y ejecución oportuna de recursos públicos, coadyuvando con la gestión presupuestaria territorial, con énfasis en la continuidad de los programas y proyectos de inversión pública para la reactivación de las economías regionales, entre los cuales se incluirán proyectos referidos a resiliencia climática y desarrollo sostenible.",,1
XM-DAC-46008-cfa008711,2,1,"Mejoramiento de infraestructura vial, en especial en áreas rurales, que contribuirá a la generación de empleo rural no agrícola favoreciendo así el desarrollo socioeconómico y acceso a los servicios sociales de las comunidades rurales afectadas por el Proyecto, y facilitar su integración mediante el mejoramiento de las condiciones de transitabilidad en las vías y en los cruces de cursos de agua.",,1
XM-DAC-46008-cfa008711,1,2,"El Proyecto se enmarca en el Programa Nacional de Reducción de Pobreza “Sembrando Oportunidades”, que tiene como objetivo primordial aumentar los ingresos y el acceso a los servicios sociales de las familias en condición de pobreza extrema. En este sentido, el Proyecto cuenta con dos componentes. El componente social consiste en la caracterización e identificación de las familias que puedan ser beneficiadas con el Proyecto (generación de empleo) a través de un proceso de identificación, monitoreo y evaluación de familias en situación de pobreza extrema. El componente vial consiste en el mejoramiento de caminos vecinales y la sustitución de 110 puentes de madera por otros de hormigón armado, incluyendo acciones de mejoras en el drenaje y topografía del terreno. El Proyecto se desarrollará en la Región Oriental del país.",,1
XM-DAC-46008-cfa012364,2,1,Apoyar la gestión fiscal del Gobierno Nacional y la implementación de las reformas prioritarias de políticas e institucionales orientadas a apuntalar la sostenibilidad fiscal en el mediano plazo,,1
XM-DAC-46008-cfa012364,1,2,"La operación de crédito está estructurada bajo la modalidad de un préstamo basado en políticas (PBL) de libre disponibilidad y rápido desembolso destinado a facilitar un marco para la organización de las iniciativas vinculadas a consolidar su marco macro fiscal y reforzar la estabilidad macroeconómica para un crecimiento sostenible e inclusivo, con un criterio de relacionamiento a los ejes estratégicos del Plan Nacional de Desarrollo (PND) Paraguay 2030.",,1
XM-DAC-46008-cfa008707,2,1,"El objetivo de este financiamiento, es otrogar una Préstamos AB a CADONAL S.A, para el financiamiento parcial del plan de inversión del proyecto que incluye: gastos de desarrollo, contrato de construcción (EPC), adquisición y/o alquiler de tierras, gerencia de proyecto, gastos y costos asociados a la línea de transmisión, intereses durante la construcción, cuenta de reserva de servicio de deuda, comisiones, costos. y otros gastos relacionados con el proyecto.",,1
XM-DAC-46008-cfa008707,1,2,"""""""El Proyecto Eólico Talas de Maciel II en Uruguay es desarrollado por CADONAL, propiedad de Atlántica Sustainable Infrastructure (cuyo mayor accionista es la empresa canadiense Algonquin Power and Utilities Corp), comenzó a operar en febrero de 2015 con una producción de 50 MW, bajo un contrato de compra-venta de energía (PPA) con Usinas y Transmisiones Eléctricas (UTE) hasta el año 2035.   El Proyecto consiste en la construcción, operación y mantenimiento de un parque eólico situado en Cerro Colorado en el Departamento de Flores, Uruguay, a ser desarrollado por la empresa Cadonal S.A. El lugar del proyecto se encuentra entre 130-180 metros sobre el nivel del mar a aproximadamente 20 Km de la ciudad de Trinidad y a 150 Km de Montevideo. El proyecto incluye la instalación de 25 turbo generadores de modelo Gamesa G97 de 2 MW cada una, sumando una capacidad instalada de 50 MW. """,,1
XM-DAC-46008-cfa011243,2,1,"Apoyar financieramente de manera oportuna y eficaz las medidas de emergencia adoptadas por el Gobierno de Panamá para mitigar los efectos de la pandemia del coronavirus (COVID-19) en los sectores económicos, financieros y sociales, y en la calidad de vida de las personas.",,1
XM-DAC-46008-cfa011243,1,2,"El Préstamo prevé apoyar con carácter contracíclico, mediante recursos de libre disponibilidad y rápido desembolso, a la República de Panamá en la emergencia sanitaria generada por la pandemia del COVID-19, asistiendo y complementando las medidas fiscales que está aplicando el Gobierno Nacional para mitigar los impactos económicos, financieros y sociales.  Los recursos de libre disponibilidad del Préstamo serán utilizados para financiar: (i) las apropiaciones presupuestales del Prestatario, brindando un apoyo financiero a fin de mitigar las contracciones que provocan en el ámbito del desarrollo los impactos económicos y las presiones fiscales relacionadas con la pandemia del COVID-19< y (ii) a solicitud del Prestatario, la comisión de financiamiento del Préstamo.",,1
XM-DAC-46008-cfa012008,2,1,"La operación tiene por objetivo principal el financiamiento de Capex de PAE, y con ello colaborar con el acceso a fuentes de financiamiento del exterior a plazos y tasas que permitan viabilizar su plan de inversiones.  Del objetivo principal se desprenden tres objetivos específicos:  Objetivo Especifico 1: Colaborar en la mitigación del cambio climático facilitando el acceso al financiamiento a largo plazo para viabilizar proyectos verdes.   Objetivo Especifico 2: Contribuir con la seguridad energética de Argentina facilitando recursos para incrementar los niveles de producción de gas y petróleo y que permitirán equilibrar la balanza energética de Argentina sustituyendo importaciones.  Objetivo Especifico 3: Fortalecer el tejido productivo PYME de la cadena de proveedores de PAE, facilitando liquidez y acceso de financiamiento, tal que permitan continuar con las acciones que lleva adelante la compañía en beneficio de este sector.   Los objetivos anteriormente descritos se traducen en un conjunto de proyectos elegibles. Dichos proyectos forman parte del pipeline de inversiones de PAE, y fueron seleccionados por CAF con base a las dos líneas estratégicas de CAF: (i) Financiamiento verde< (ii) Reactivación económica. ",,1
XM-DAC-46008-cfa012008,1,2,"Pan American Energy, Sucursal Argentina (PAE Argentina) es la segunda empresa de hidrocarburos más importante de Argentina< se encuentra integrada verticalmente, tanto en la cadena de crudo como de gas natural y representa 90% de los ingresos de su matriz PAE SL. Esta cuenta con operaciones upstream en Bolivia y México, y más recientemente participaciones en proyectos de energía renovable en Argentina y Brasil. La empresa a través de su matriz es propiedad en un 50% de British Petroleoum y 50% de BC Energy Investments Corp. (propiedad de Bridas Energy Holdings y China National Offshore Oil Corporation, con una tenencia del 50% cada una). La operación corresponde a un préstamo A/B por USD 300MM (Tramo A CAF USD 30MM), en favor de Pan American Energy SL, Sucursal Argentina, con un reconocimiento de deuda (debt recognition) de  Pan American Energy SL (Casa Matriz España). La documentación legal fue firmada el 18 de mayo de 2023 entre Pan American Energy y CAF (Tramo A)< y en paralelo, CAF firmó, en la misma fecha, el Acuerdo de Participación con Banco Santander, Cargill, CFSIT, ICBC y Bank of China (Lenders Tramo B). ",,1
